Factor,Resonance_Hz,PeakRatio,MovingBandCostRatio,FixedBandCostRatio,LocalResonanceExists
0.5,1.36684122320866,1.05597457610667,1.10561558583959,0.0071650531205127,1
0.502896470533927,1.38411988759746,1.05457302781049,1.10282667410641,0.0073233821038864,1
0.505809720150961,1.4015752867252,1.0532053003506,1.10011649397062,0.00748635852464834,1
0.508739846051343,1.41922007908469,1.05187054143167,1.09747648086197,0.00765411458129554,1
0.511686945998387,1.43705606329078,1.05056792152026,1.09490494446874,0.0078267871327477,1
0.514651118321746,1.45507792907737,1.04929663304571,1.09240435311769,0.00800451791102876,1
0.517632461920689,1.47330750381609,1.04805588917899,1.08996156496886,0.00818745374461118,1
0.520631076267403,1.49171259727292,1.04684492929165,1.08759439252052,0.00837574679309957,1
0.523647061410313,1.51032043144973,1.04566300474496,1.08528683056444,0.00856955479398178,1
0.526680517977418,1.52913297753312,1.04450939261709,1.08303749053911,0.00876904132223134,1
0.529731547179648,1.54815351766395,1.04338338761129,1.08084433558383,0.00897437606360443,1
0.532800250814242,1.56737127193089,1.04228430287641,1.07871278135324,0.0091857351025397,1
0.535886731268147,1.58680272386557,1.04121147018084,1.07663382091516,0.00940330122563863,1
0.538991091521428,1.60644345527839,1.04016423844098,1.07460957195111,0.00962726424177965,1
0.542113435150709,1.62630233748033,1.03914197413199,1.07263535363211,0.00985782132000103,1
0.545253866332629,1.64636972215775,1.03814405987396,1.07071584764678,0.0100951773463761,1
0.548412489847313,1.66666130542769,1.03716989508147,1.06884315006033,0.010339545301201,1
0.551589411081873,1.68717455093653,1.03621889431045,1.06701850039792,0.0105911466579191,1
0.554784736033923,1.70791505182716,1.03529048761275,1.06523922135009,0.0108502118053203,1
0.557998571315112,1.72887549246808,1.03438411966737,1.06350874315149,0.0111169804946788,1
0.561231024154687,1.75007186835665,1.03349925015182,1.06181964671775,0.0113917023136258,1
0.564482202403066,1.77149888249515,1.03263535191066,1.06017448731398,0.0116746371887028,1
0.567752214535439,1.79316887449628,1.03179191209861,1.05856785079851,0.0119660559187037,1
0.571041169655386,1.81506662759684,1.03096843083855,1.05700662925222,0.0122662407410876,1
0.574349177498517,1.83721052183264,1.03016442091753,1.0554828698716,0.0125754859339404,1
0.577676348436136,1.85959986072373,1.02937940802807,1.05399713378544,0.0128940984561744,1
0.58102279347892,1.88223807206514,1.02861292988204,1.05254821539139,0.0132223986288872,1
0.584388624280623,1.90513154328234,1.02786453571948,1.05113374745477,0.0135607208610587,1
0.587773953141804,1.92826782125013,1.02713378684234,1.0497591176472,0.0139094144230442,1
0.591178893013574,1.95166594004579,1.02642025515929,1.04841682059065,0.014268844271634,1
0.594603557501361,1.9753253638148,1.02572352398242,1.04710746555528,0.0146393919307877,1
0.598048060868702,1.9992473574551,1.02504318677549,1.04583091886316,0.0150214564325326,1
0.601512518041058,2.0234409452085,1.02437884771775,1.04458407535733,0.0154154553229274,1
0.604997044609646,2.04789775577677,1.02373012049384,1.04337055695985,0.0158218257384562,1
0.608501756835296,2.07262591577079,1.0230966286568,1.04218763877074,0.0162410255587253,1
0.612026771652328,2.09763457684348,1.02247800591611,1.04103236119299,0.0166735346419008,1
0.615572206672458,2.12292144837428,1.02187389422965,1.03990605984601,0.017119856149953,1
0.61913818018872,2.14849205490582,1.02128394518756,1.03880720294644,0.0175805179714691,1
0.622724811179411,2.1743533817474,1.02070781900636,1.03773382222598,0.0180560742505722,1
0.626332219312064,2.20050073572049,1.02014518391729,1.03668810488555,0.0185471070313484,1
0.629960524947437,2.22693690493438,1.01959571687617,1.03566955406874,0.0190542280281471,1
0.633609849143531,2.25367326813823,1.01905910294591,1.03467479342838,0.0195780805331978,1
0.637280313659631,2.28071362117487,1.01853503522262,1.03370315016162,0.0201193414741899,1
0.640972040960364,2.30805318466692,1.01802321331169,1.03275680327987,0.0206787236358137,1
0.64468515421979,2.33570370994066,1.01752334581335,1.03183245338099,0.0212569780607739,1
0.648419777325505,2.36366924499018,1.01703514759986,1.03092943807155,0.0218548966474899,1
0.652176034882782,2.39194778159136,1.01655834037368,1.03004904058527,0.0224733149636123,1
0.655954052218724,2.42053888000335,1.01609265349534,1.02919198691309,0.0231131152966454,1
0.659753955386447,2.44945522293636,1.0156378222499,1.02835493058277,0.0237752299654033,1
0.663575871169284,2.47870097236008,1.01519358933208,1.02753728345315,0.0244606449187857,1
0.667419927085017,2.50827812887278,1.01475970300153,1.0267391354369,0.0251704036514857,1
0.671286251390132,2.53818666639112,1.01433591748264,1.02596117097922,0.0259056114697882,1
0.675174973084095,2.56843624509844,1.0139219941012,1.02520121655485,0.0266674401446519,1
0.679086221913661,2.59903119129141,1.0135176992715,1.02445874637346,0.0274571329938671,1
0.683020128377198,2.62997588703439,1.013122804319,1.02373324793568,0.0282760104403254,1
0.686976823729045,2.66126008018285,1.01273708862277,1.0230283380464,0.0291254760994435,1
0.690956439983888,2.69290089878999,1.0123603338603,1.02233987614182,0.030007023455664,1
0.694959109921168,2.72490278813312,1.01199232906993,1.02166739756985,0.0309222431958609,1
0.69898496708951,2.75727025957405,1.01163286818835,1.02101044662678,0.0318728312765802,1
0.703034145811175,2.79000780521184,1.01128174977255,1.02036859928259,0.0328605978125518,1
0.707106781186547,2.82311245746134,1.0109387765718,1.01974341560113,0.0338874768860563,1
0.711203009098641,2.85659547302948,1.01060375750947,1.0191326921123,0.034955537390825,1
0.715322966217629,2.89046154340994,1.01027650564561,1.01853602049889,0.0360669950405289,1
0.71946679000541,2.92471541884478,1.00995683819739,1.01795300251989,0.0372242256910104,1
0.723634618720189,2.9593619095568,1.00964457627451,1.01738324959836,0.0384297801477284,1
0.727826591421094,2.99439511623927,1.00933954717798,1.01682903551601,0.0396864006560487,1
0.732042847972813,3.02982661197493,1.00904158036654,1.01628827469653,0.0409970393027671,1
0.736283529050263,3.06566349559736,1.00875051017919,1.01576006434061,0.0423648785935194,1
0.740548776143282,3.10191072852255,1.00846617528307,1.01524405861496,0.0437933545136312,1
0.744838731561351,3.1385733330067,1.00818841810616,1.01473992017135,0.0452861824308797,1
0.749153538438341,3.17565639329173,1.00791708466075,1.01424731982008,0.0468473862592755,1
0.753493340737288,3.21316131575472,1.00765202413411,1.01376679026545,0.0484813313754484,1
0.757858283255199,3.25109319661543,1.00739308982287,1.01329801177592,0.050192761866161,1
0.762248511627881,3.28946010248435,1.00714013894666,1.01284002481407,0.0519868427901842,1
0.7666641723348,3.32826732358538,1.00689303182682,1.01239253375755,0.0538692082643745,1
0.77110541270397,3.36752021526213,1.00665163193464,1.01195524997239,0.0558460163375451,1
0.775572380916867,3.40722419915954,1.00641580572598,1.01152789154437,0.0579240118032505,1
0.780065226013373,3.44738476443837,1.00618542246264,1.01111018301622,0.0601105983324015,1
0.784584097896751,3.48799533706932,1.00596035742971,1.01070439294761,0.062413921589593,1
0.789129147338642,3.52907212170119,1.00574048485377,1.01030797908303,0.0648429653472351,1
0.7937005259841,3.57062043176805,1.00552568398517,1.00992075214659,0.0674076630473442,1
0.79829838635665,3.61264593908519,1.00531583689517,1.00954246722622,0.070119027806123,1
0.802922881863376,3.6551543838982,1.00511082844317,1.00917288520363,0.0729893045428179,1
0.807574166800042,3.69815157600193,1.00491054617721,1.0088117725469,0.0760321487836911,1
0.812252396356236,3.74164339588637,1.00471488022846,1.00845890110793,0.0792628378003245,1
0.81695772662055,3.78563579591089,1.00452372319873,1.00811404792442,0.0826985211644738,1
0.82169031458579,3.83013034263123,1.00433696973945,1.00777783993678,0.0863585196420352,1
0.826450318154212,3.87513501800125,1.00415451777926,1.00744968079525,0.0902646837473578,1
0.831237896142788,3.92065753879973,1.00397626770071,1.00712905978837,0.0944418264312794,1
0.836053208288509,3.96670410247018,1.00380212207613,1.0068157765376,0.0989182485548495,1
0.840896415253715,4.01328098157309,1.00363198572029,1.00650963518966,0.103726381391348,1
0.845767678631449,4.06039452498408,1.00346576559869,1.00621044425255,0.108903577952836,1
0.850667160950856,4.10805115912158,1.00330337072913,1.00591801643488,0.114493095250037,1
0.855595025682602,4.15625738920548,1.0031447120756,1.00563216848794,0.1205453238298,1
0.86055143724433,4.20501980054866,1.00298970243297,1.0053527210503,0.127119340816103,1
0.865536561006143,4.25433316263844,1.00283826010192,1.00508151863582,0.13428489079306,1
0.870550563296124,4.30421597850103,1.00269030002627,1.00481634460466,0.14212493913877,1
0.875593611405885,4.35467334240318,1.00254574198963,1.00455731881182,0.150739000891727,1
0.880665873596148,4.40571207043594,1.00240450729503,1.00430428266396,0.160247534325781,1
0.885767519102361,4.45733905991406,1.00226651911073,1.00405708116377,0.170797816958204,1
0.890898718140339,4.50956129055823,1.00213170242024,1.00381556278917,0.182571916240624,1
0.896059641911952,4.56238582570217,1.00199998397054,1.0035795793751,0.195797664972263,1
0.90125046261083,4.61581981352566,1.0018712922181,1.00334898599762,0.210764010703306,1
0.90647135342811,4.66987048831469,1.00174555727198,1.00312364086026,0.227842815191501,1
0.911722488558217,4.72454517175004,1.00162271083344,1.00290340518223,0.247520242952679,1
0.917004043204671,4.77985127422573,1.00150268613129,1.00268814308846,0.270442356850728,1
0.922316193585939,4.83579480969921,1.00138541770048,1.0024779424932,0.297481098730786,1
0.927659116941309,4.89238040179374,1.00127084156683,1.00227310113258,0.329826338742552,1
0.933032991536807,4.94961916496567,1.00115889603082,1.00207297014756,0.369097875694403,1
0.938437996671143,5.0075188193619,1.00104952045054,1.00187742779279,0.417413551746262,1
0.943874312681694,5.06608717755084,1.00094265560411,1.0016863549206,0.477140718735801,1
0.949342120950519,5.12533214585353,1.00083824364678,1.00149963489016,0.549558518598905,1
0.954841603910417,5.18526172570377,1.00073622806568,1.0013171534781,0.631709240904329,1
0.960372945051004,5.24588401503852,1.00063655363143,1.00113879879028,0.714686653919103,1
0.965936328924846,5.30720720972001,1.00053916634598,1.00096446117473,0.789070040637435,1
0.971531941153606,5.36923960499117,1.000444013386,1.0007940331355,0.850799315389205,1
0.977159968434246,5.43198959696574,1.00035104304075,1.00062740924716,0.900094500480052,1
0.982820598545251,5.49546568415512,1.00026020464351,1.00046448606993,0.938488312268018,1
0.988514020352896,5.55967646903355,1.00017144849537,1.00030516206514,0.967401958129968,1
0.994240423817547,5.62459724249688,1.00008472687335,1.00015359124898,0.987770892213291,1
1,5.69031254620253,1,1,1,1
1.00579294106785,5.75676813868238,0.999917212088067,0.999852333435695,1.00396064478749,1
1.01161944030192,5.8239918269558,0.999836322206904,0.99970809896997,0.998938728696399,1
1.01747969210269,5.89199263023085,0.999757286657719,0.999567210586955,0.983500647443384,1
1.02337389199677,5.96077967443592,0.999680062760545,0.999429584089784,0.955282299110587,1
1.02930223664349,6.0303621936577,0.99960460883311,0.999295137039829,0.910882311612423,1
1.03526492384138,6.10074953160659,0.999530884169635,0.99916378869688,0.846812039217717,1
1.04126215253481,6.1719511431107,0.999458849019367,0.999035459960198,0.764041851937481,1
1.04729412282063,6.24397659563953,0.999388464564597,0.998910073310354,0.674437595124203,1
1.05336103595484,6.3168355708586,0.999319692897908,0.99878755275174,0.593762757411528,1
1.0594630943593,6.39053786621632,0.999252496998287,0.998667823755694,0.528190028232812,1
1.06560050162848,6.46509339656435,0.999186840705746,0.998550813204108,0.476208377482191,1
1.07177346253629,6.54051219581323,0.999122688693981,0.998436449333426,0.434642149061009,1
1.07798218304286,6.61680441862455,0.999060006440541,0.998324661678923,0.400809968565722,1
1.08422687030142,6.69398034214151,0.998998760193876,0.998215381019141,0.372766807795006,1
1.09050773266526,6.77205036775957,0.998938916936562,0.998108539320367,0.349139067122694,1
1.09682497969463,6.8510250229393,0.99888044434383,0.998004069680993,0.328948494174035,1
1.10317882216375,6.93091156849198,0.998823310300445,0.997902255493908,0.311485249864334,1
1.10956947206785,7.01172145174092,0.998767484295186,0.997802952403528,0.296223449326577,1
1.11599714263022,7.09346704181967,0.998712936538559,0.997705941085308,0.282765605868027,1
1.12246204830937,7.17615930366221,0.998659637692111,0.997611162921988,0.270805703987051,1
1.12896440480613,7.25980933279766,0.998607559106751,0.997518560381892,0.260104213115494,1
1.13550442907088,7.34442835713786,0.998556672807979,0.9974280769752,0.250470842078325,1
1.14208233931077,7.43002773880229,0.998506951480302,0.997339657210408,0.241752399539515,1
1.14869835499704,7.51661897598197,0.99845836845045,0.997253246550892,0.233824087687338,1
